snap(-60,-200,-60)
sky(0,0,0)
fog(0,0,0)
clouds(0,0,0,10,-500)
ground(0,0,0)
set(60,28038,19110,60)
set(60,28428,19734,60)
set(60,28714,20228,60)
set(60,26978,20844,180)
set(60,27732,20844,180)
set(60,28460,20844,180)
set(60,28000,22602,-60)
set(60,28390,21978,-60)
set(60,28754,21302,-60)
set(60,30400,23226,90)
set(60,30634,22420,90)
set(60,31366,22002,90)
set(60,31388,22420,90)
set(60,31414,23226,90)
set(60,33978,21302,60)
set(60,32142,22402,60)
set(60,33754,22184,60)
set(60,33754,22564,60)
set(60,36370,20632,-90)
set(60,36058,21416,-90)
set(60,36366,21864,-90)
set(60,36366,21416,-90)
set(60,37110,21456,-60)
set(60,38786,21256,-60)
set(60,38597,21844,-60)
set(60,39815,23004,0)
set(60,38723,22416,-60)
set(60,39080,23004,180)
set(60,38450,23004,180)
set(60,39479,24795,-60)
set(60,39899,24207,-60)
set(60,40277,23521,-60)
set(60,41873,25432,90)
set(60,41894,24655,90)
set(60,41894,24256,90)
set(60,44673,25432,90)
set(60,44694,24655,90)
set(60,44694,24256,90)
set(60,47058,24798,60)
set(60,46694,24122,60)
set(60,46382,23602,60)
set(60,48072,23026,180)
set(60,47266,23026,180)
set(60,46642,23000,180)
set(60,46642,20200,180)
set(60,47266,20226,180)
set(60,48072,20226,180)
set(60,46642,17400,180)
set(60,48072,17426,180)
set(60,47266,17426,180)
set(60,47092,15694,-60)
set(60,45730,15799,-60)
set(60,45325,16498,-60)
set(60,44274,14668,0)
set(60,45072,14626,0)
chk(64,45072,14346,0,-1490)r
set(60,45660,14584,0)
set(60,44274,11868,0)
set(60,45072,11826,0)
set(60,45660,11784,0)
set(60,45660,8984,0)
set(58,45072,8532,180)
set(58,44274,8574,180)
set(60,45660,6184,180)
set(60,45072,7900,180)
set(60,45072,5100,180)
set(60,44274,7703,180)
set(60,44274,4903,180)
set(60,45660,3384,180)
set(60,45072,2300,180)
set(60,44274,2103,180)
set(60,45296,296,60)
set(60,45500,704,60)
set(60,46588,1248,60)
set(60,46248,704,60)
set(60,47720,-1104,60)
set(60,47924,-696,60)
set(60,49012,-152,60)
set(60,48672,-696,60)
set(60,50144,-2504,60)
set(60,50348,-2096,60)
set(60,51436,-1552,60)
set(60,51096,-2096,60)
set(60,52568,-3904,60)
set(60,52772,-3496,60)
set(60,53860,-2952,60)
set(60,53520,-3496,60)
set(60,54880,-4660,180)
set(60,54320,-5500,180)
set(60,53648,-5836,180)
set(60,54880,-7460,180)
set(60,54320,-8300,180)
set(60,53648,-8636,180)
set(60,53948,-9416,-60)
set(60,53948,-9640,-60)
set(60,53532,-8776,-60)
set(60,50920,-9476,90)
set(60,50896,-10256,90)
set(60,51652,-10256,90)
set(60,51328,-9824,90)
chk(64,51760,-9476,90,-1490)r
set(60,50932,-8960,90)
set(60,51940,-8960,90)
set(60,48132,-8960,90)
set(60,48120,-9476,90)
set(60,48096,-10256,90)
set(60,46764,-9476,90)
set(60,46764,-10048,90)
set(60,43964,-10048,90)
set(60,43964,-9476,90)
set(60,41436,-9824,90)
set(60,38636,-9824,90)
set(61,38876,-8960,90)
set(61,39380,-8960,90)
set(61,39920,-8960,90)
set(61,39056,-10504,90)
set(61,39524,-10504,90)
set(61,39992,-10504,90)
set(61,40412,-8960,90)
set(58,35342,-9824,90)
set(59,42231,-10504,90)
set(58,45328,-10504,90)
set(60,48622,-10504,90)
set(59,42651,-8960,90)
set(58,45748,-8960,90)
set(60,50988,-9872,120)
set(61,36256,-10504,-90)
set(61,36076,-8960,-90)
set(61,33276,-8960,-90)
set(61,33456,-10504,-90)
set(61,30568,-9824,90)
set(61,30476,-8960,90)
set(61,30460,-9476,90)
set(61,30656,-10504,90)
set(59,27756,-9824,-90)
set(58,24659,-9824,-90)
set(61,28292,-9840,240)
set(61,28056,-9580,-60)
set(61,29995,-9824,90)
set(61,30688,-9476,90)
set(61,30688,-10048,90)
set(60,21380,-9476,90)
set(60,18580,-9476,90)
set(60,18572,-10256,90)
set(58,15278,-10256,90)
set(60,18594,-11040,90)
set(60,21394,-11040,90)
set(60,21372,-10256,-90)
set(60,15794,-11040,-90)
set(60,15780,-9476,-90)
set(60,12980,-9476,-90)
set(60,12994,-11040,-90)
set(60,15772,-10256,-90)
set(60,12972,-10256,-90)
set(60,10180,-9476,-90)
set(60,10172,-10256,-90)
set(60,10194,-11040,90)
set(60,7372,-10256,90)
set(60,7394,-11040,90)
set(60,7380,-9476,90)
set(60,5015,-10418,60)
set(60,5425,-9803,60)
set(60,5753,-9147,60)
set(60,3329,-7747,60)
set(60,3001,-8403,60)
set(60,2591,-9018,60)
set(60,1515,-7322,180)
set(56,-722,-1757,180)
chk(64,0,-2216,0,-354)r
set(57,-722,-4558,180)
set(60,-722,-7349,180)

maxl(11,-4174,-14267)
maxb(13,-16667,-1774)
maxr(11,58226,-14267)
maxt(13,36133,-1774)
