snap(0,0,0)
sky(191,215,255)
clouds(255,255,255,5,-1000)
fog(195,207,230)
ground(192,194,202)
set(27,2283,96411,-90)
set(37,6010,96411,-90)
set(37,4996,96411,-90)
set(37,4116,96411,-90)
set(37,3192,96411,-90)
set(37,3698,96411,-90)
set(37,4556,96411,-90)
set(37,5480,96411,-90)
set(37,6516,96411,-90)
set(14,9633,96411,-90)
set(37,6978,96411,-90)
set(37,7528,96411,-90)
fix(41,9633,84032,-1500,0)
fix(41,9633,86608,-4000,0)
fix(41,9633,89672,-2000,0)
set(23,9633,91028,0)
set(10,9633,92472,0)
set(31,9633,91352,180)
set(38,9633,94446,0)
set(38,9633,94772,0)
set(38,9633,95161,0)
set(23,9633,75285,180)
set(10,9633,72485,0)
set(30,9633,75112,0)
set(38,9633,71530,180)
set(38,9633,71303,180)
chk(40,9633,71803,0)
set(14,9633,67935,180)
set(38,9633,70185,180)
set(38,9633,70931,180)
set(38,9633,70530,180)
set(38,9633,69931,180)
set(11,5083,67935,-90)
set(23,3011,67935,-90)
set(52,4978,67585,90)
set(52,3011,68285,90)pr
set(23,-2907,67935,90)
set(29,0,70900,0)pr
set(29,0,66572,180)
chk(40,-3371,67935,90)
set(14,-4657,67935,90)
set(14,-4657,71435,-90)
chk(40,-6407,71435,90)
set(14,-8157,71435,0)
set(14,-8157,67935,180)
set(37,-6488,69345,90)
set(37,-6488,69685,90)
set(37,-6488,68379,90)
set(37,-6500,68140,90)
chk(40,-9643,67935,90)
set(10,-12707,67935,-90)
set(49,-10650,68635,-90)
set(49,-13450,68635,-90)
set(10,-18307,67935,-90)
set(49,-16250,68635,-90)
set(22,-21667,67935,-90)
set(49,-19707,68635,-90)
set(49,-19050,68635,-90)
set(19,-23977,67935,90)
set(19,-23977,71435,0)
set(36,-25787,69705,90)
chk(40,-22830,71435,90)
set(18,-19427,71435,90)
set(36,-18167,73245,0)
set(36,-22087,73245,0)
set(36,-20127,73245,0)
set(18,-13827,71435,90)
set(36,-14247,73245,0)
set(36,-16207,73245,0)
set(19,-9277,71435,180)
set(36,-11352,73245,0)
set(36,-12287,73245,0)
set(22,-9277,73745,0)
chk(40,-9277,73185,0)
set(10,-9277,77105,0)
set(14,-9277,81655,-90)
chk(40,-10536,81655,90)
set(56,-13225,81655,90)
set(56,-13192,82336,90)
set(56,-13273,80905,90)
set(57,-15993,82336,90)
set(57,-16026,81655,90)
set(57,-16074,80905,90)
set(60,-18784,82336,90)
set(60,-18817,81655,90)
set(60,-18865,80905,90)
set(60,-21584,82336,90)
set(60,-21617,81655,90)
set(60,-21475,80905,90)
set(60,-21665,80905,90)
set(60,-24625,82336,90)
set(60,-23725,82336,90)
set(60,-24465,80905,90)
set(58,-24911,81655,90)
set(58,-27919,82336,90)
set(58,-27759,80905,90)
set(59,-28008,81655,90)
set(43,-37309,84755,0)
set(33,-37309,85228,0)
set(33,-37309,83876,0)
set(59,-31016,82336,90)
set(43,-37309,79155,0)
set(59,-30856,80905,90)
set(61,-30247,81655,90)
set(61,-33255,82336,90)
set(61,-33095,80905,90)
set(61,-33047,81655,90)
set(61,-33300,81655,90)
set(61,-33325,80905,90)
set(61,-36055,82336,90)
set(61,-36100,81655,90)
set(61,-36125,80905,90)
set(59,-38294,82336,-90)
chk(42,-37309,82772,0)
set(59,-38339,81655,-90)
set(59,-38364,80905,-90)
set(58,-41391,82336,-90)
set(58,-41436,81655,-90)
set(58,-41461,80905,-90)
set(60,-44600,82336,-90)
set(60,-44730,81655,-90)
set(60,-44755,80905,-90)
set(57,-47391,82336,-90)
set(57,-47350,81655,-90)
set(57,-47300,80905,-90)
set(14,-54140,82336,0)
set(14,-54099,81655,0)
set(14,-54049,80905,0)
chk(40,-54049,79423,0)
set(56,-50192,82336,-90)
set(56,-50151,81655,-90)
set(56,-50101,80905,-90)
set(14,-54049,77405,180)
set(10,-58599,77405,-90)
set(13,-58629,75885,120)
set(23,-62455,77405,-90)
set(10,-61130,77405,90)
set(10,-64259,74365,90)
set(10,-69859,74365,90)
fix(41,-66530,74365,-500,90)
set(45,-64850,74365,90)
set(31,-62250,77405,90)
set(14,-74409,74365,90)
chk(40,-74409,75877,0)
set(13,-75929,78945,210)
chk(40,-77449,81775,0)
set(12,-75929,84605,-30)
chk(40,-74409,87435,0)
set(13,-75929,90265,30)
chk(40,-77449,93095,0)
set(12,-75929,95925,-30)
set(14,-74409,100505,0)
chk(40,-74409,99073,0)
set(20,-69859,100505,90)
set(15,-64259,100505,90)
set(35,-62620,100092,90)
set(15,-58659,100505,90)
set(33,-58096,100505,-90)
set(15,-53059,100505,90)
set(15,-47459,100505,90)
set(55,-52480,100505,-90)
set(15,-41859,100505,90)
chk(42,-39564,100505,90)
set(17,-37309,100505,-90)
set(44,-37309,95955,0)
set(34,-37309,97076,0)
set(43,-37309,90355,0)
set(33,-37309,87880,0)
set(33,-37309,90532,0)
set(33,-37309,89284,0)
set(33,-37309,86632,0)
set(44,-37309,73555,180)
set(16,-37309,67955,180)
set(17,-37309,63405,180)
chk(42,-37309,64648,0)
set(17,-40809,63405,0)
set(15,-40809,58855,0)
set(15,-40809,53255,0)
set(53,-40809,55216,180)
set(15,-40809,47655,0)
chk(42,-40809,45032,0)
set(21,-40809,42055,180)
set(18,-40809,36455,180)
set(36,-38999,36315,-90)
set(36,-38999,39800,-90)
set(36,-42619,37840,90)
set(36,-42619,39800,90)
set(36,-42619,35880,90)
set(36,-38999,38275,-90)
set(18,-40809,30855,180)
set(36,-38999,32395,-90)
set(36,-42619,30000,90)
set(36,-42619,33920,90)
set(36,-42619,31960,90)
set(36,-38999,34355,-90)
set(36,-38999,30435,-90)
set(18,-40809,25255,180)
set(36,-38999,24555,-90)
set(36,-38999,28475,-90)
set(36,-42619,26080,90)
set(36,-42619,28040,90)
set(36,-42619,24120,90)
set(36,-38999,26515,-90)
set(36,-38999,24120,-90)
set(22,-40809,21895,180)
set(11,-40809,18535,180)
chk(40,-40809,15735,0)
chk(40,-40809,15735,0)
chk(40,-40809,15735,0)
set(13,-39289,12905,210)
chk(40,-37769,10075,0)
chk(40,-37769,10075,0)
chk(40,-37769,10075,0)
set(12,-42329,12905,150)
set(37,-40809,12521,0)
chk(40,-43849,10075,0)
chk(40,-43849,10075,0)
chk(40,-43849,10075,0)
set(12,-39289,7245,150)
set(13,-42329,7245,210)
set(37,-41523,10160,90)
set(37,-40809,8675,0)
set(37,-40809,10160,0)
set(37,-39279,10160,90)
set(37,-40809,7516,0)
set(37,-42183,10160,90)
set(37,-40764,10160,90)
set(37,-40809,11348,0)
set(37,-40005,10160,90)
set(23,-40809,4415,0)
chk(40,-40809,4415,0)
chk(40,-40809,4415,0)
chk(40,-40809,4415,0)

maxl(23,-81287,-2278)
maxb(20,-4678,-78887)
maxr(23,14713,-2278)
maxt(20,105721,-78887)
